timestamp,target,series_id
1970-01-21 20:00:00,0.0433590254521962,series_1
1970-01-21 20:05:00,0.7657516956633411,series_1
1970-01-21 20:10:00,-0.5933977649242942,series_1
1970-01-21 20:15:00,-0.4560596377170952,series_1
1970-01-21 20:20:00,-0.1048263514697824,series_1
1970-01-21 20:25:00,0.4871144261136646,series_1
1970-01-21 20:30:00,1.2405385617076343,series_1
1970-01-21 20:35:00,-2.3305672861865485,series_1
1970-01-21 20:40:00,0.9564895636492222,series_1
1970-01-21 20:45:00,2.0057916910161664,series_1
1970-01-21 20:50:00,-1.0320190710408206,series_1
1970-01-21 20:55:00,-1.7378248145066206,series_1
1970-01-21 21:00:00,-1.7343910617921574,series_1
1970-01-21 21:05:00,-1.6310995254306246,series_1
1970-01-21 21:10:00,-1.1656709813431396,series_1
1970-01-21 21:15:00,-0.6168142703543186,series_1
1970-01-21 21:20:00,-4.320609384097018,series_1
1970-01-21 21:25:00,-4.175359852757494,series_1
1970-01-21 21:30:00,-5.826173617251697,series_1
1970-01-21 21:35:00,-4.461794650097339,series_1
1970-01-21 21:40:00,-3.995508644776301,series_1
1970-01-21 21:45:00,-4.499800476082471,series_1
1970-01-21 21:50:00,-5.942129824861225,series_1
1970-01-21 21:55:00,-5.461881467560072,series_1
1970-01-21 22:00:00,-3.625686023061048,series_1
1970-01-21 22:05:00,-3.815675817224544,series_1
1970-01-21 22:10:00,-4.187707024913494,series_1
1970-01-21 22:15:00,-3.3165187741434976,series_1
1970-01-21 22:20:00,-4.796314612307042,series_1
1970-01-21 22:25:00,-4.474040139541226,series_1
1970-01-21 22:30:00,-5.749607300146474,series_1
1970-01-21 22:35:00,-1.9278635093244585,series_1
1970-01-21 22:40:00,-5.520623791356061,series_1
1970-01-21 22:45:00,-4.337075446280708,series_1
1970-01-21 22:50:00,-5.266261751626619,series_1
1970-01-21 22:55:00,-3.659750199655452,series_1
1970-01-21 23:00:00,-3.8177239367204896,series_1
1970-01-21 23:05:00,-5.0886380711317445,series_1
1970-01-21 23:10:00,-4.264953862800778,series_1
